ID_Client;Segment;Type_Client;Saison;Canal_reservation;Type_canal;Annulee;Mois_sejour;Sexe;Niveau_revenus;Pays;Province;Ville;Type_chambre;Numero_chambre;Nuits;Rev_Chambre;Tarif_applique;Rev_Banquet;Rev_Resto;Rev_Spa;Type_Forfait;Satisfaction_NPS;Total_Facture
AB-00793;Loisirs_Couple;Interne;Haute;Hotels.com;Intermediaire;Oui;5;M;Moyen;Canada;Ontario;Ottawa;Classique;52;0;0.0;302.005;0.0;0.0;0.0;Forfait Gastronomique;;2.7157883719537352
AB-00794;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;7;F;Faible;Canada;Ontario;Ottawa;Classique;31;2;661.8099999999998;330.9049999999999;0.0;55.42168360054076;184.7461959053116;Forfait Gastronomique;8.611448688365504;950.1764208792968
AB-00795;Loisirs_Couple;Interne;Basse;Site Web de l'hôtel;Direct;Non;5;M;Élevé;Europe;Autre;Non spécifié;Classique;64;4;1208.02;302.005;0.0;90.38164519147529;226.54514459174078;Forfait Gastronomique;10.0;1591.1379322758032
AB-00796;Local_Spa;Externe;Haute;Google;Intermediaire;Non;5;F;Élevé;États-Unis;California;Non spécifié;deluxe;79;0;0.0;328.13;0.0;0.6195769539476572;111.2596953305549;Chambre Seule;7.195232847911482;155.85066711239284
AB-00797;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Oui;11;M;Élevé;États-Unis;Autre;Non spécifié;Classique;5;0;0.0;267.32499999999993;0.0;;0.0;Chambre Seule;;0.0
AB-00798;Affaires_Solo;Interne;Basse;Booking.com;Intermediaire;Non;4;F;Élevé;Europe;Autre;Non spécifié;Suite senior;95;3;1802.625;600.875;0.0;64.70993350853662;28.685233254790155;Chambre Seule;8.032808139460485;1917.9117370643437
AB-00799;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Oui;3;F;Moyen;États-Unis;New York;Buffalo;Suite exécutive;100;0;0.0;805.7299999999999;0.0;0.0;0.0;Chambre Seule;;0.2831837613045931
AB-00800;Local_Spa;Externe;Basse;Courriel à l'hôtel;Direct;Non;12;F;Faible;Canada;Québec;Laval;Classique;29;0;0.0;202.29999999999998;0.0;14.523970138907348;149.96603429977628;Chambre Seule;9.981864582867814;211.2297731374647
AB-00801;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;6;Autre;Moyen;Canada;Québec;Québec;Classique;56;2;684.93;342.465;0.0;25.12747830342372;0.0;Chambre Seule;6.663095108563268;721.953064193526
AB-00802;Congressiste;Interne;Haute;Booking.com;Intermediaire;Non;8;F;Moyen;États-Unis;Autre;Non spécifié;Classique;16;6;2158.83;359.80499999999995;431.69959986657307;47.53595244440167;0.0;Chambre Seule;5.1605361724019865;2205.9591004066683
AB-00803;Congressiste;Interne;Basse;Expedia;Intermediaire;Non;11;F;Moyen;Canada;Ontario;Toronto;Classique;50;1;267.32499999999993;267.32499999999993;423.93102345147656;42.343153446623965;25.824098678820146;Chambre Seule;7.422096429486408;348.43500484316235
AB-00804;Affaires_Solo;Interne;Haute;Téléphone à l'hôtel;Direct;Non;9;F;Élevé;États-Unis;New York;New York;Classique;40;1;319.34499999999997;319.34499999999997;0.0;56.49098624827875;0.0;Chambre Seule;6.6425863210784915;376.8623319860562
AB-00805;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Oui;6;M;Faible;Europe;Autre;Non spécifié;Suite exécutive;100;0;0.0;969.3299999999998;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-00806;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;11;M;Faible;Europe;France;Paris;Classique;32;4;1069.2999999999997;267.32499999999993;0.0;87.23188308605432;175.197223681964;Forfait Gastronomique;8.59085054784095;1389.9197409465264
AB-00807;Affaires_Solo;Interne;Basse;Autre OTA;Intermediaire;Non;10;F;Moyen;États-Unis;New York;Buffalo;deluxe;68;2;656.26;328.13;0.0;85.02899606233345;0.0;Chambre Seule;6.556504081874742;752.0132333849039
AB-00808;Local_Gourmet;Externe;Basse;Téléphone à l'hôtel;Direct;Non;11;F;Faible;Canada;Québec;Gatineau;Classique;30;0;0.0;267.32499999999993;0.0;149.07040520702847;5.142159374017105;Chambre Seule;7.241339294788742;165.8747666973188
AB-00809;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;10;F;Moyen;Europe;France;Lyon;deluxe;71;2;656.26;328.13;0.0;73.18782706676373;108.21793342606347;Forfait Gastronomique;7.853093481282725;890.0074844830579
AB-00810;Affaires_Solo;Interne;Basse;Expedia;Intermediaire;Non;10;M;Moyen;Canada;Québec;Laval;Classique;12;3;906.015;302.005;0.0;57.10371165511453;22.50442467281166;Forfait Gastronomique;6.2053056646541735;989.1387618730861
AB-00811;Local_Spa;Externe;Basse;Courriel à l'hôtel;Direct;Non;12;F;Moyen;États-Unis;California;Non spécifié;Classique;16;0;0.0;202.29999999999998;0.0;34.00596535026831;128.869462054255;Chambre Seule;9.687753801808805;203.06814611421302
AB-00812;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;3;M;Moyen;États-Unis;Autre;Non spécifié;deluxe;74;3;927.8699999999999;309.28999999999996;0.0;40.23847754971398;9.882736561462094;Chambre Seule;5.80049488902441;980.5825722518443
AB-00813;Affaires_Solo;Interne;Basse;Trivago;Intermediaire;Non;7;F;Moyen;Canada;Autre;Non spécifié;Classique;42;1;330.9049999999999;330.9049999999999;0.0;49.678119212239714;8.837072648716669;Forfait Gastronomique;7.752650166345949;411.5089044203326
AB-00814;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;6;M;Moyen;Canada;Ontario;Ottawa;Classique;24;2;684.93;342.465;0.0;82.18709020523087;155.5906182179157;Chambre Seule;9.431085385764092;979.5691506741601
AB-00815;Local_Spa;Externe;Basse;Autre OTA;Intermediaire;Non;4;M;Élevé;États-Unis;New York;New York;Classique;35;0;0.0;302.005;0.0;3.9357948915757355;128.87556136053792;Chambre Seule;10.0;182.18604954411893
AB-00816;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;7;F;Moyen;Canada;Ontario;Toronto;Classique;59;1;330.9049999999999;330.9049999999999;0.0;76.01996428480697;158.99296423357177;Forfait Gastronomique;8.409305289251751;606.3622104865613
AB-00817;Local_Gourmet;Externe;Haute;Expedia;Intermediaire;Oui;6;F;Moyen;États-Unis;California;Non spécifié;deluxe;80;0;0.0;372.09;0.0;0.0;0.0;Chambre Seule;;2.6705026586925884
AB-00818;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;10;M;Moyen;Europe;Autre;Non spécifié;Classique;28;3;906.015;302.005;0.0;43.389056584917;0.0;Chambre Seule;6.75481260406296;962.6392701996431
AB-00819;Loisirs_Couple;Interne;Basse;Hotels.com;Intermediaire;Oui;4;F;Faible;Canada;Ontario;Toronto;Classique;26;0;0.0;302.005;0.0;0.0;0.0;Forfait Gastronomique;;0.8228398927542419
AB-00820;Local_Spa;Externe;Haute;Airbnb;Intermediaire;Non;9;F;Élevé;Canada;Québec;Montréal;deluxe;67;0;0.0;346.96999999999997;0.0;48.22588630492778;106.84804919470103;Chambre Seule;9.261180590646024;202.60574263918542
AB-00821;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Non;9;F;Moyen;Canada;Québec;Montréal;Classique;29;0;0.0;319.34499999999997;0.0;149.7476483113634;2.5411071922377526;Chambre Seule;5.865425209738919;162.8529679914051
AB-00822;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;1;M;Moyen;États-Unis;Autre;Non spécifié;Classique;30;2;430.60999999999996;215.30499999999998;0.0;59.64152495314502;135.92918790393261;Forfait Gastronomique;8.29893459410022;687.0170961254277
AB-00823;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;3;M;Faible;États-Unis;New York;New York;Classique;60;5;1423.3249999999998;284.66499999999996;0.0;41.52046677475684;6.1769344451575785;Chambre Seule;7.363444583551546;1500.0165094671297
AB-00824;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;4;M;Faible;Canada;Autre;Non spécifié;Classique;55;2;604.01;302.005;0.0;61.57195904247737;17.56016422877663;Chambre Seule;7.598816495862608;690.9389828397381
AB-00825;Congressiste;Interne;Haute;Courriel à l'hôtel;Direct;Non;9;F;Faible;Canada;Ontario;Mississauga;deluxe;79;3;1040.9099999999999;346.96999999999997;358.9432812296969;16.874174576042233;0.0;Chambre Seule;5.7358953524718235;1055.0165668196387
AB-00826;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Oui;11;M;Faible;États-Unis;California;Non spécifié;Classique;7;0;0.0;267.32499999999993;0.0;0.0;0.0;Chambre Seule;;14.533844771177009
AB-00827;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;10;F;Élevé;Canada;Ontario;Toronto;Suite exécutive;97;3;2564.43;854.81;0.0;94.29676423319289;148.64276442076877;Forfait Gastronomique;8.143928892303512;2877.1877558608185
AB-00828;Loisirs_Couple;Interne;Haute;Trip.com;Intermediaire;Non;5;F;Élevé;Canada;Québec;Québec;Classique;40;1;302.005;302.005;0.0;85.28404277899932;146.08545488441487;Forfait Gastronomique;8.129413115145615;580.4999381351059
AB-00829;Local_Gourmet;Externe;Basse;Autre OTA;Intermediaire;Non;3;F;Faible;Autre;—;Non spécifié;Suite senior;95;0;0.0;566.3749999999999;0.0;158.39573968380347;0.0;Chambre Seule;7.291698923325796;170.03344548122527
AB-00830;Local_Gourmet;Externe;Basse;Téléphone à l'hôtel;Direct;Non;11;F;Faible;États-Unis;Autre;Non spécifié;Suite exécutive;100;0;0.0;756.6499999999999;0.0;120.92762731370082;29.118483861429283;Forfait Gastronomique;7.35424011677518;168.0565729763239
AB-00831;Local_Gourmet;Externe;Basse;Trip.com;Intermediaire;Non;8;F;Élevé;États-Unis;California;Non spécifié;Classique;59;0;0.0;359.80499999999995;0.0;136.7773516176351;0.0;Forfait Gastronomique;6.951652667095213;137.01058166905588
AB-00832;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;4;F;Élevé;États-Unis;New York;Rochester;Classique;64;0;0.0;302.005;0.0;153.61024555015698;28.71593373571788;Forfait Gastronomique;7.674773108412811;197.11546449676396
AB-00833;Loisirs_Couple;Interne;Haute;Hotels.com;Intermediaire;Non;2;M;Faible;Canada;Québec;Gatineau;Classique;59;3;749.9549999999999;249.98499999999999;0.0;61.71520725838886;181.5419962461993;Forfait Gastronomique;8.662421417217356;1043.8049154367661
AB-00834;Congressiste;Interne;Basse;Booking.com;Intermediaire;Non;7;F;Moyen;États-Unis;New York;Buffalo;Classique;53;3;992.7149999999997;330.9049999999999;456.76461881981396;57.47590093073659;9.487051429137686;Chambre Seule;8.163639083527505;1060.5936822306476
AB-00835;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Oui;9;F;Faible;Canada;Québec;Gatineau;Classique;16;0;0.0;319.34499999999997;0.0;0.0;0.0;Chambre Seule;;0.0
AB-00836;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;12;F;Élevé;Canada;Ontario;Mississauga;Suite junior;89;1;295.4;295.4;0.0;92.6070866266833;0.0;Chambre Seule;4.482590654237289;399.60994261471683
AB-00837;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;8;M;Élevé;États-Unis;Autre;Non spécifié;Classique;26;3;1079.415;359.80499999999995;161.83089310821802;52.85807647483802;22.598371027154883;Chambre Seule;8.100527993642979;1182.441771385764
AB-00838;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;6;F;Élevé;Canada;Autre;Non spécifié;Classique;41;4;1369.86;342.465;0.0;37.467216160246906;154.75673238225156;Forfait Gastronomique;9.120546676201965;1602.2741494658108
AB-00839;Local_Gourmet;Externe;Haute;TripAdvisor;Intermediaire;Non;2;F;Élevé;Canada;Québec;Gatineau;Classique;3;0;0.0;249.98499999999999;0.0;161.14477669809355;51.43738674279247;Chambre Seule;5.332905533241925;253.97108111829897
AB-00840;Local_Spa;Externe;Basse;Booking.com;Intermediaire;Non;8;F;Moyen;États-Unis;Autre;Non spécifié;deluxe;75;0;0.0;390.92999999999995;0.0;20.37428673815734;101.79992646927164;Chambre Seule;9.248048190852458;152.61173137977113
AB-00841;Affaires_Solo;Interne;Haute;Expedia;Intermediaire;Non;4;M;Élevé;États-Unis;California;Non spécifié;deluxe;69;4;1312.52;328.13;0.0;56.707864060112875;34.37191047870462;Forfait Gastronomique;5.997582005765748;1419.087496991916
AB-00842;Local_Gourmet;Externe;Haute;Trip.com;Intermediaire;Non;6;M;Moyen;États-Unis;Autre;Non spécifié;Classique;50;0;0.0;342.465;0.0;138.37264477575837;0.0;Chambre Seule;5.104319711074885;158.95810417500024
AB-00843;Congressiste;Interne;Basse;Airbnb;Intermediaire;Non;7;M;Moyen;Europe;Autre;Non spécifié;deluxe;77;2;719.0599999999998;359.5299999999999;223.58008655667936;27.840085051343177;0.0;Chambre Seule;6.919167214638358;738.4568733408544
AB-00844;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;11;M;Moyen;États-Unis;California;Non spécifié;Classique;9;3;801.9749999999998;267.32499999999993;0.0;81.70988752441349;170.9881648948851;Chambre Seule;8.119409385649405;1117.9645881020456
AB-00845;Congressiste;Interne;Basse;Booking.com;Intermediaire;Non;12;F;Moyen;Europe;Autre;Non spécifié;Classique;16;1;202.29999999999998;202.29999999999998;483.5841092418658;60.895975988648864;0.0;Chambre Seule;8.184210780145605;270.95009566964427
AB-00846;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;8;F;Élevé;Canada;Ontario;Ottawa;Classique;34;1;359.80499999999995;359.80499999999995;0.0;76.75136155536873;259.8276891961215;Forfait Gastronomique;10.0;786.932006305945
AB-00847;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;10;M;Élevé;États-Unis;Autre;Non spécifié;Classique;2;1;302.005;302.005;0.0;65.37755235058235;0.0;Forfait Gastronomique;7.943853105930875;376.81199402471873
AB-00848;Affaires_Solo;Interne;Haute;Booking.com;Intermediaire;Non;1;M;Élevé;Canada;Québec;Québec;Classique;49;1;215.30499999999998;215.30499999999998;0.0;52.32556326830022;28.71114272991887;Chambre Seule;6.4823417247485615;334.7406065431337
AB-00849;Local_Spa;Externe;Haute;Site Web de l'hôtel;Direct;Non;5;F;Moyen;États-Unis;New York;Buffalo;Classique;22;0;0.0;302.005;0.0;22.03886738967976;84.04305054206583;Chambre Seule;6.161020108105206;127.12131999082017
AB-00850;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;8;F;Élevé;États-Unis;New York;New York;Classique;22;1;359.80499999999995;359.80499999999995;0.0;76.54612082235366;0.0;Chambre Seule;5.545815425293908;438.6957633545708
AB-00851;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;3;F;Élevé;États-Unis;New York;Buffalo;deluxe;67;4;1237.1599999999999;309.28999999999996;0.0;113.71935997191582;207.00120164286622;Forfait Gastronomique;9.31252710688225;1625.121452840586
AB-00852;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;10;M;Faible;États-Unis;New York;New York;Classique;42;2;604.01;302.005;0.0;71.94820587814249;212.0254090433778;Forfait Gastronomique;8.511623547187574;953.2312870307454
AB-00853;Local_Gourmet;Externe;Basse;TripAdvisor;Intermediaire;Non;7;M;Élevé;Canada;Ontario;Ottawa;Classique;44;0;0.0;330.9049999999999;0.0;151.22139918949327;21.319341878055493;Forfait Gastronomique;7.897311040785216;187.68481227684958
AB-00854;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;12;F;Faible;États-Unis;California;Non spécifié;Classique;26;6;1213.8;202.29999999999998;0.0;88.72519071130054;158.84108362522815;Chambre Seule;8.42192890463198;1529.7812838063026
AB-00855;Congressiste;Interne;Haute;Expedia;Intermediaire;Non;12;F;Élevé;Autre;—;Non spécifié;Classique;32;3;606.9;202.29999999999998;193.25062200762977;63.5392947164609;0.0;Chambre Seule;5.6206651546589965;690.9982666680055
AB-00856;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;10;M;Moyen;Canada;Ontario;Mississauga;Classique;9;2;604.01;302.005;0.0;68.70165878606286;0.0;Forfait Gastronomique;7.6635555425355415;673.8743617271745
AB-00857;Local_Spa;Externe;Basse;Site Web de l'hôtel;Direct;Non;2;M;Élevé;Canada;Ontario;Ottawa;Classique;42;0;0.0;249.98499999999999;0.0;10.71709274120596;;Forfait Gastronomique;9.921532240842158;169.14966896655145
AB-00858;Congressiste;Interne;Basse;Autre OTA;Intermediaire;Non;2;F;Élevé;Europe;Autre;Non spécifié;Classique;1;3;749.9549999999999;249.98499999999999;570.9242370159791;82.12544854637662;0.0;Chambre Seule;7.127592475524255;845.0071489648783
AB-00859;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;1;M;Faible;Europe;Autre;Non spécifié;deluxe;83;3;701.7899999999998;233.92999999999995;0.0;;35.30551388538573;Chambre Seule;6.773159182821574;808.6444828503122
AB-00860;Local_Spa;Externe;Basse;Trip.com;Intermediaire;Oui;9;F;Moyen;Canada;Québec;Montréal;Classique;59;0;0.0;319.34499999999997;0.0;0.0;0.0;Forfait Gastronomique;;6.329318177555111
AB-00861;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;2;F;Élevé;Europe;France;Lyon;Classique;36;3;749.9549999999999;249.98499999999999;313.18996621540805;53.142692332495216;28.718337073235965;Chambre Seule;7.081052567214838;847.7750299694645
AB-00862;Congressiste;Interne;Basse;Booking.com;Intermediaire;Non;5;M;Faible;États-Unis;California;Non spécifié;deluxe;78;3;984.39;328.13;856.796986122402;41.63140322991812;24.643249891996575;Chambre Seule;7.885065643454451;1047.063327262533
AB-00863;Congressiste;Interne;Basse;Autre OTA;Intermediaire;Non;3;F;Faible;Canada;Autre;Non spécifié;Classique;21;2;569.3299999999999;284.66499999999996;743.512918574623;91.61214555633504;0.0;Chambre Seule;7.6046261874179875;685.578412125269
AB-00864;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;5;M;Moyen;Canada;Québec;Québec;Classique;16;0;0.0;302.005;0.0;160.73596211209207;6.7743634711548175;Forfait Gastronomique;5.727255844302097;203.57500756675776
AB-00865;Loisirs_Couple;Interne;Basse;Téléphone à l'hôtel;Direct;Non;11;F;Élevé;États-Unis;Autre;Non spécifié;Classique;64;2;534.6499999999999;267.32499999999993;0.0;;225.19690396997976;Forfait Gastronomique;10.0;915.3011080632874
AB-00866;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Non;11;F;Faible;Canada;Ontario;Mississauga;Classique;12;0;0.0;267.32499999999993;0.0;;0.0;Chambre Seule;5.182518770241143;168.0685308805854
AB-00867;Congressiste;Interne;Basse;Google;Intermediaire;Oui;9;M;Faible;États-Unis;California;Non spécifié;Classique;59;0;0.0;319.34499999999997;0.0;0.0;;Chambre Seule;;2.8586539072490513
AB-00868;Local_Gourmet;Externe;Haute;Site Web de l'hôtel;Direct;Non;6;F;Élevé;États-Unis;Autre;Non spécifié;Classique;53;0;0.0;342.465;0.0;114.80502432641819;0.0;Forfait Gastronomique;6.270089068037246;129.63009465893026
AB-00869;Local_Spa;Externe;Basse;Courriel à l'hôtel;Direct;Non;9;M;Élevé;Canada;Québec;Québec;Suite exécutive;99;0;0.0;903.89;0.0;43.507458511889396;117.72077201109532;Chambre Seule;9.50074357194364;207.48065070423056
AB-00870;Loisirs_Couple;Interne;Haute;Google;Intermediaire;Oui;9;M;Élevé;Canada;Ontario;Toronto;Classique;56;0;0.0;319.34499999999997;0.0;0.0;0.0;Chambre Seule;;20.102045387663495
AB-00871;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;11;M;Élevé;Autre;—;Non spécifié;Classique;3;1;267.32499999999993;267.32499999999993;0.0;19.679101826648946;0.0;Chambre Seule;5.546714048174275;287.20253973437326
AB-00872;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;9;M;Élevé;Canada;Québec;Laval;Classique;45;1;319.34499999999997;319.34499999999997;0.0;97.86839370043026;193.6454293640504;Forfait Gastronomique;9.446543850951153;670.7563187983542
AB-00873;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;2;F;Élevé;États-Unis;Autre;Non spécifié;Classique;2;3;749.9549999999999;249.98499999999999;0.0;44.88214386280676;0.0;Chambre Seule;6.9559037131624155;785.5321659689421
AB-00874;Local_Spa;Externe;Haute;Autre OTA;Intermediaire;Non;6;M;Élevé;Canada;Québec;Québec;Suite exécutive;97;0;0.0;969.3299999999998;0.0;12.607244136156499;103.43215570342674;Chambre Seule;7.232979851250811;141.02047056480774
AB-00875;Affaires_Solo;Interne;Haute;Hotels.com;Intermediaire;Non;12;F;Moyen;Canada;Ontario;Toronto;Classique;50;4;809.1999999999999;202.29999999999998;0.0;23.46587038068752;19.089777515496394;Forfait Gastronomique;5.238157815593815;859.4978984601635
AB-00876;Congressiste;Interne;Haute;Téléphone à l'hôtel;Direct;Non;3;M;Faible;États-Unis;New York;Buffalo;deluxe;68;4;1237.1599999999999;309.28999999999996;774.6489735823498;62.96959616666329;0.0;Chambre Seule;6.111080534106614;1324.3721344185074
AB-00877;Affaires_Solo;Interne;Basse;Airbnb;Intermediaire;Non;9;M;Moyen;Canada;Ontario;Mississauga;Classique;26;6;1916.0699999999997;319.34499999999997;0.0;67.26714162605897;0.0;Chambre Seule;6.6678608821856535;1984.887742798303
AB-00878;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;4;F;Moyen;États-Unis;Autre;Non spécifié;Classique;65;1;302.005;302.005;150.20900441808226;50.838467070988855;29.86685360820054;Chambre Seule;8.511519300560389;398.9921029851375
AB-00879;Local_Gourmet;Externe;Basse;Booking.com;Intermediaire;Non;3;M;Faible;Europe;Autre;Non spécifié;Classique;53;0;0.0;284.66499999999996;0.0;129.81514851465388;0.0;Forfait Gastronomique;6.267110854491934;142.63243440539176
AB-00880;Congressiste;Interne;Basse;Autre OTA;Intermediaire;Oui;12;F;Élevé;États-Unis;California;Non spécifié;Classique;5;0;0.0;202.29999999999998;0.0;0.0;0.0;Chambre Seule;;11.88393273448084
